Name,Sex,Age,Country,Sport,Year,Bronze Medal,Gold Medal,Silver Medal,Total Medal
Matthew Brittain,M,25,South Africa,Rowing,2012,0,1,0,1
"Matthew Benjamin ""Matt"" Brown",M,25,United States,Baseball,2008,1,0,0,1
Juan Carlos Nevado Gonzlez,M,25,Germany,Hockey,2008,0,1,0,1
Tobias Schellenberg,M,25,Germany,Diving,2004,0,0,1,1
Matthew Long,M,25,Australia,Rowing,2000,1,0,0,1
Matteo Tagliariol,M,25,Italy,Fencing,2008,1,1,0,2
Tomasz Wylenzek,M,25,Germany,Canoeing,2008,1,0,1,2
Peter Burling,M,25,New Zealand,Sailing,2016,0,1,0,1
George Spencer Bridgewater,M,25,New Zealand,Rowing,2008,1,0,0,1
"Joshua ""Josh"" Booth",M,25,Australia,Rowing,2016,0,0,1,1
"Getenesh ""Gete"" Wami Degife",F,25,Ethiopia,Athletics,2000,1,0,1,2
Germaine Mason,M,25,Great Britain,Athletics,2008,0,0,1,1
Tian Qing,F,25,China-1,Badminton,2012,0,1,0,1
Matej Cernic,M,25,Italy,Volleyball,2004,0,0,1,1
Gevorg Davtyan,M,25,Armenia,Weightlifting,2008,1,0,0,1
Anja Nielsen,F,25,Denmark,Handball,2000,0,1,0,1
Julien Thierry Desprs,M,25,France,Rowing,2008,1,0,0,1
"Penelope ""Penny"" Heyns",F,25,South Africa,Swimming,2000,1,0,0,1
Tseng Li-Cheng (Pei-Hua-),F,25,Chinese Taipei,Taekwondo,2012,1,0,0,1
Julie Bndicte Deiters,F,25,Netherlands,Hockey,2000,1,0,0,1
Dustin James Brown,M,25,United States,Ice Hockey,2010,0,0,1,1
Torsten Spanneberg,M,25,Germany,Swimming,2000,1,0,0,1
Tijana Maleevi,F,25,Serbia,Volleyball,2016,0,0,1,1
Tim Antonius Jenniskens,M,25,Netherlands,Hockey,2012,0,0,1,1
Joseph Sullivan,M,25,New Zealand,Rowing,2012,0,1,0,1
Andrey Viktorovich Zamkovoy,M,25,Russia,Boxing,2012,1,0,0,1
Peter Robert Russell Wilson,M,25,Great Britain,Shooting,2012,0,1,0,1
Dragan Travica,M,25,Italy,Volleyball,2012,1,0,0,1
Tigran Varban Martirosyan,M,25,Armenia,Weightlifting,2008,1,0,0,1
Julia Marty,F,25,Switzerland,Ice Hockey,2014,1,0,0,1
Giulia Gorlero,F,25,Italy,Water Polo,2016,0,0,1,1
Amlie Simone Mauresmo,F,25,France,Tennis,2004,0,0,1,1
Anne Katherine Montminy (-Goldman),F,25,Canada,Diving,2000,1,0,1,2
Galabin Pepov Boevski,M,25,Bulgaria,Weightlifting,2000,0,1,0,1
Anastasiya Ivanovna Maksimova,F,25,Russia,Rhythmic Gymnastics,2016,0,1,0,1
Teodor Anders Peterson,M,25,Sweden,CrossCountry Skiing,2014,1,0,1,2
Anastasiya Nikolayevna Yermakova,F,25,Russia,Synchronized Swimming,2008,0,2,0,2
Karen Thatcher,F,25,United States,Ice Hockey,2010,0,0,1,1
Thasa Daher de Menezes,F,25,Brazil,Volleyball,2012,0,1,0,1
Martin Fourcade,M,25,France,Biathlon,2014,0,2,1,3
Paul Charles Gaudoin,M,25,Australia,Hockey,2000,1,0,0,1
Mhmmdrsul Mcidov,M,25,Azerbaijan,Boxing,2012,1,0,0,1
Vavinec Hradlek,M,25,Czech Republic,Canoeing,2012,0,0,1,1
Karl Gustav Mathias Franzn,M,25,Sweden,Handball,2000,0,0,1,1
Graeme Allen Brown,M,25,Australia,Cycling,2004,0,2,0,2
Claire Hamilton,F,25,Great Britain,Curling,2014,1,0,0,1
"Donald ""Donny"" Robinson",M,25,United States,Cycling,2008,1,0,0,1
Goran prem,M,25,Croatia,Handball,2004,0,1,0,1
Amy Joy Rodriguez (-Shilling),F,25,United States,Football,2012,0,1,0,1
Veronika Vtkov,F,25,Czech Republic,Biathlon,2014,0,0,1,1
Gao Ling,F,25,China,Badminton,2004,0,0,1,1
Anne-Marie Rindom,F,25,Denmark,Sailing,2016,1,0,0,1
"Patrick Gerard ""Paddy"" Barnes",M,25,Ireland,Boxing,2012,1,0,0,1
Tero Kristian Pitkmki,M,25,Finland,Athletics,2008,1,0,0,1
Terrence DeAndre Jennings,M,25,United States,Taekwondo,2012,1,0,0,1
Terrence R. Trammell,M,25,United States,Athletics,2004,0,0,1,1
Tesfaye Tola,M,25,Ethiopia,Athletics,2000,1,0,0,1
Michael (-Mikhail) Kolganov,M,25,Israel,Canoeing,2000,1,0,0,1
Martin Hollstein,M,25,Germany,Canoeing,2012,1,0,0,1
Galina Mikhaylovna Rytova,F,25,Russia,Water Polo,2000,1,0,0,1
"Michael ""Mike"" Schmid",M,25,Switzerland,Freestyle Skiing,2010,0,1,0,1
"Michael ""Mike"" Richards",M,25,Canada,Ice Hockey,2010,0,1,0,1
Tetiana Volodymyrivna Shynkarenko,F,25,Ukraine,Handball,2004,1,0,0,1
Martin Putze,M,25,Germany-1,Bobsleigh,2010,0,0,1,1
Tessa Gobbo,F,25,United States,Rowing,2016,0,1,0,1
"Anamari ""Ana"" Velenek",F,25,Slovenia,Judo,2016,1,0,0,1
Ana Radovi,F,25,Montenegro,Handball,2012,0,0,1,1
Amy Hetzel,F,25,Australia,Water Polo,2008,1,0,0,1
Anna Vladimirovna Shorina,F,25,Russia,Synchronized Swimming,2008,0,1,0,1
Martine Soffiatti Grael,F,25,Brazil,Sailing,2016,0,1,0,1
Johan Mikael Jakobsson,M,25,Sweden,Handball,2012,0,0,1,1
Mellisa Hollingsworth-Richards,F,25,Canada,Skeleton,2006,1,0,0,1
Thiago Soares Alves,M,25,Brazil,Volleyball,2012,0,0,1,1
Giuseppe Gibilisco,M,25,Italy,Athletics,2004,1,0,0,1
Paul Kipkemboi Chelimo,M,25,United States,Athletics,2016,0,0,1,1
Michael Goodfellow,M,25,Great Britain,Curling,2014,0,0,1,1
Kanae Yamabe,F,25,Japan,Judo,2016,1,0,0,1
Paul Kipngetich Tanui,M,25,Kenya,Athletics,2016,0,0,1,1
Marta Xargay Casademont,F,25,Spain,Basketball,2016,0,0,1,1
Anna Sergeyevna Sen,F,25,Russia,Handball,2016,0,1,0,1
Giuliano Razzoli,M,25,Italy,Alpine Skiing,2010,0,1,0,1
Thilo Stralkowski,M,25,Germany,Hockey,2012,0,1,0,1
Dniel Pauman,M,25,Hungary,Canoeing,2012,0,0,1,1
Anna Tunnicliffe (-Funk),F,25,United States,Sailing,2008,0,1,0,1
Valtteri Filppula,M,25,Finland,Ice Hockey,2010,1,0,0,1
Anders Patrik Berglund,M,25,Sweden,Ice Hockey,2014,0,0,1,1
Merel Manon de Blaey,F,25,Netherlands,Hockey,2012,0,1,0,1
Karel Klaver,M,25,Netherlands,Hockey,2004,0,0,1,1
Kara Elizabeth Wolters (-Drinan),F,25,United States,Basketball,2000,0,1,0,1
Patricia Noriko Miranda,F,25,United States,Wrestling,2004,1,0,0,1
Gleb Sergeyevich Galperin,M,25,Russia,Diving,2008,2,0,0,2
"Annabel Morwenna ""Annie"" Vernon",F,25,Great Britain,Rowing,2008,0,0,1,1
Therese Johaug,F,25,Norway,CrossCountry Skiing,2014,1,0,1,2
Vasily Vasilyevich Rochev,M,25,Russia,CrossCountry Skiing,2006,1,0,0,1
Taylor Worth,M,25,Australia,Archery,2016,1,0,0,1
Daniel Jdraszko,M,24,Poland,Canoeing,2000,0,0,1,1
Pter Mdos,M,24,Hungary,Wrestling,2012,1,0,0,1
Mathieu Grbille,M,24,France,Handball,2016,0,0,1,1
Matteo Bisiani,M,24,Italy,Archery,2000,0,0,1,1
Emily Maguire,F,24,Great Britain,Hockey,2012,1,0,0,1
Deborah Gelisio,F,24,Italy,Shooting,2000,0,0,1,1
Pierre-Alexis Pessonneaux,M,24,France,Athletics,2012,1,0,0,1
Mariya Vitalivna Riemien,F,24,Ukraine,Athletics,2012,1,0,0,1
"Nicole Elaine ""Nikki"" Hudson (Mott-)",F,24,Australia,Hockey,2000,0,1,0,1
Pia-Sophie Oldhafer,F,24,Germany,Hockey,2016,1,0,0,1
Mathieu Giroux,M,24,Canada,Speed Skating,2010,0,1,0,1
Matt Deakin,M,24,United States,Rowing,2004,0,1,0,1
Mads Mensah Larsen,M,24,Denmark,Handball,2016,0,1,0,1
Nicola Sartori,M,24,Italy,Rowing,2000,1,0,0,1
Nicols Garca Hemme,M,24,Spain,Taekwondo,2012,0,0,1,1
Nicola Franceschina,M,24,Italy,Short Track Speed Skating,2002,0,0,1,1
Mun Gyeong-Ha,F,24,South Korea,Handball,2004,0,0,1,1
Nicols Martn Pareja,M,24,Argentina,Football,2008,0,1,0,1
Mathias Mller,M,24,Germany,Hockey,2016,1,0,0,1
Nicolle Katherine Payne,F,24,United States,Water Polo,2000,0,0,1,1
Phyllis Chanez Francis,F,24,United States,Athletics,2016,0,1,0,1
Neymar da Silva Santos Jnior,M,24,Brazil,Football,2016,0,1,0,1
Musa Audu,M,24,Nigeria,Athletics,2004,1,0,0,1
Pierre-Jean Peltier,M,24,France,Rowing,2008,1,0,0,1
Matteo Zennaro,M,24,Italy,Fencing,2000,1,0,0,1
Brandon Douglas Slay,M,24,United States,Wrestling,2000,0,1,0,1
Nicolas Jean Denis Touzaint,M,24,France,Equestrianism,2004,0,1,0,1
"Robert John ""Rob"" Tobin",M,24,Great Britain,Athletics,2008,1,0,0,1
Daniel Havel,M,24,Czech Republic,Canoeing,2016,1,0,0,1
Mylne Lazare,F,24,France,Swimming,2012,1,0,0,1
Nelson vora,M,24,Portugal,Athletics,2008,0,1,0,1
Britta Steffen,F,24,Germany,Swimming,2008,0,2,0,2
Maartje Trijntje Scheepstra,F,24,Netherlands,Hockey,2004,0,0,1,1
Matteo Ferrari,M,24,Italy,Football,2004,1,0,0,1
Norbert Hosnynszky,M,24,Hungary,Water Polo,2008,0,1,0,1
"Robert Karl ""Robbie"" Grabarz",M,24,Great Britain,Athletics,2012,1,0,0,1
Emma Christina Wikn,F,24,Sweden,CrossCountry Skiing,2014,0,1,0,1
Marrit Leenstra,F,24,Netherlands,Speed Skating,2014,0,1,0,1
Martin Erat,M,24,Czech Republic,Ice Hockey,2006,1,0,0,1
Prapawadee Jaroenrattanatarakoon,F,24,Thailand,Weightlifting,2008,0,1,0,1
Martin Koch,M,24,Austria,Ski Jumping,2006,0,1,0,1
Lyubov Viktorovna Cherkashina,F,24,Belarus,Rhythmic Gymnastics,2012,1,0,0,1
Brent Seabrook,M,24,Canada,Ice Hockey,2010,0,1,0,1
Martina Mller,F,24,Germany,Football,2004,1,0,0,1
Martina Moravcov,F,24,Slovakia,Swimming,2000,0,0,2,2
Martina Schild,F,24,Switzerland,Alpine Skiing,2006,0,0,1,1
Mukhtarkhan Koblanbekovich Dildabekov,M,24,Kazakhstan,Boxing,2000,0,0,1,1
David Sagitovich Belyavsky,M,24,Russia,Gymnastics,2016,1,0,1,2
Enrico Khn,M,24,Germany-2,Bobsleigh,2002,0,1,0,1
Luo Xi,F,24,China,Synchronized Swimming,2012,0,0,1,1
Brengre Simone Rolande Schuh,F,24,France,Archery,2008,1,0,0,1
David Kopiva,M,24,Czech Republic,Rowing,2004,0,0,1,1
Philip Witte,M,24,Germany,Hockey,2008,0,1,0,1
Brianna Rollins,F,24,United States,Athletics,2016,0,1,0,1
Brendon Rodney,M,24,Canada,Athletics,2016,1,0,0,1
Chang Yongxiang,M,24,China,Wrestling,2008,0,0,1,1
Enzo-Boris Lefort,M,24,France,Fencing,2016,0,0,1,1
Brett Daniel Lancaster,M,24,Australia,Cycling,2004,0,1,0,1
Nikolay Nikolayevich Kruglov,M,24,Russia,Biathlon,2006,0,0,1,1
"Petter Northug, Jr.",M,24,Norway,CrossCountry Skiing,2010,1,2,1,4
David Neville,M,24,United States,Athletics,2008,1,1,0,2
Erba Tiki Gelana,F,24,Ethiopia,Athletics,2012,0,1,0,1
Markku Olavi Koski,M,24,Finland,Snowboarding,2006,1,0,0,1
"Charles ""Charlie"" Houchin",M,24,United States,Swimming,2012,0,1,0,1
Ma Jin,F,24,China-2,Badminton,2012,0,0,1,1
Natlia Falavigna Silva,F,24,Brazil,Taekwondo,2008,1,0,0,1
Lyndsie Fogarty,F,24,Australia,Canoeing,2008,1,0,0,1
Natasha Watcham-Roy,F,24,Canada,Rugby Sevens,2016,1,0,0,1
"Phillip Matthew ""Phil"" Stockman",M,24,Australia,Baseball,2004,0,0,1,1
David ain,M,24,Croatia,Rowing,2012,0,0,1,1
English Gardner,F,24,United States,Athletics,2016,0,1,0,1
Luke Campbell,M,24,Great Britain,Boxing,2012,0,1,0,1
Dylan Michael Sage,M,24,South Africa,Rugby Sevens,2016,1,0,0,1
Chad Guy Bertrand le Clos,M,24,South Africa,Swimming,2016,0,0,2,2
Eri Yamada,F,24,Japan,Softball,2008,0,1,0,1
Dzsenifer Marozsn,F,24,Germany,Football,2016,0,1,0,1
Enrico Fabris,M,24,Italy,Speed Skating,2006,1,2,0,3
"Daniela Lucia ""Dani"" Sruoga",F,24,Argentina,Hockey,2012,0,0,1,1
Daniela Meuli,F,24,Switzerland,Snowboarding,2006,0,1,0,1
Daniela Alves Lima,F,24,Brazil,Football,2008,0,0,1,1
"Nathan John ""Nate"" Schierholtz",M,24,United States,Baseball,2008,1,0,0,1
"Eduardo C. ""Eddy"" Alvarez",M,24,United States,Short Track Speed Skating,2014,0,0,1,1
Dyana Jane Calub,F,24,Australia,Swimming,2000,0,0,1,1
Nikola Kalini,M,24,Serbia,Basketball,2016,0,0,1,1
Nina Curtis,F,24,Australia,Sailing,2012,0,0,1,1
Lukas Hofer,M,24,Italy,Biathlon,2014,1,0,0,1
"Matthew ""Matt"" McLean",M,24,United States,Swimming,2012,0,1,0,1
Randi Criner Miller,F,24,United States,Wrestling,2008,1,0,0,1
Carmen Dolores Martn Berenguer,F,24,Spain,Handball,2012,1,0,0,1
Marco Di Costanzo,M,24,Italy,Rowing,2016,1,0,0,1
Elisa Santoni,F,24,Italy,Rhythmic Gymnastics,2012,1,0,0,1
Otgontsetseg Galbadrakhyn,F,24,Kazakhstan,Judo,2016,1,0,0,1
Colleen Lanne,F,24,United States,Swimming,2004,0,0,1,1
Clment Lefert,M,24,France,Swimming,2012,0,1,1,2
Clinton Rory Hill,M,24,Australia,Athletics,2004,0,0,1,1
Mia Audina Tjiptawan-Lobman,F,24,Netherlands,Badminton,2004,0,0,1,1
Osleidys Menndez Sez,F,24,Cuba,Athletics,2004,0,1,0,1
Elisa Longo Borghini,F,24,Italy,Cycling,2016,1,0,0,1
Elisa Blanchi,F,24,Italy,Rhythmic Gymnastics,2012,1,0,0,1
Colin Smith,M,24,Great Britain,Rowing,2008,0,0,1,1
Cody Miller,M,24,United States,Swimming,2016,1,1,0,2
Christoph Sauser,M,24,Switzerland,Cycling,2000,1,0,0,1
"Matthew ""Matt"" Ryan",M,24,Australia,Rowing,2008,0,0,1,1
Ricardo Samuel Lucarelli Santos de Souza,M,24,Brazil,Volleyball,2016,0,1,0,1
Marcel Hirscher,M,24,Austria,Alpine Skiing,2014,0,0,1,1
Melanie Kok,F,24,Canada,Rowing,2008,1,0,0,1
Melanie Margalis,F,24,United States,Swimming,2016,0,1,0,1
Om Yun-Chol,M,24,North Korea,Weightlifting,2016,0,0,1,1
Christine Margaret Nesbitt,F,24,Canada,Speed Skating,2010,0,1,0,1
Paul Stastny,M,24,United States,Ice Hockey,2010,0,0,1,1
Diana ilit,F,24,Lithuania,Cycling,2000,1,0,0,1
"Richard ""Ricky"" Berens",M,24,United States,Swimming,2012,0,1,1,2
Marcel Van Minh Phuc Long Nguyen,M,24,Germany,Gymnastics,2012,0,0,2,2
Raluca Andreea Ioni,F,24,Romania,Canoeing,2000,1,0,0,1
Revaz Lashkhi,M,24,Georgia,Wrestling,2012,0,0,1,1
Marcelo Vieira da Silva Jnior,M,24,Brazil,Football,2012,0,0,1,1
Constantine Michael Louloudis,M,24,Great Britain,Rowing,2016,0,1,0,1
Rianne Dorian Guichelaar,F,24,Netherlands,Water Polo,2008,0,1,0,1
Ona Meseguer Flaqu,F,24,Spain,Water Polo,2012,0,0,1,1
Mikhail Petrovich Ivanov,M,24,Russia,CrossCountry Skiing,2002,0,1,0,1
Paolo Alfredo Cozzi,M,24,Italy,Volleyball,2004,0,0,1,1
Michael Rogers,M,24,Australia,Cycling,2004,1,0,0,1
Dmitry Mikhaylovich Dobroskok,M,24,Russia,Diving,2008,1,0,0,1
"Rebecca Angharad ""Becky"" James",F,24,Great Britain,Cycling,2016,0,0,2,2
Rebecca Ann Johnston,F,24,Canada,Ice Hockey,2014,0,1,0,1
Cline Lebrun,F,24,France,Judo,2000,0,0,1,1
Pascal Hens,M,24,Germany,Handball,2004,0,0,1,1
Patricia Obee,F,24,Canada,Rowing,2016,0,0,1,1
Dmitry Yuryevich Nosov,M,24,Russia,Judo,2004,1,0,0,1
Dmitry Vladimirovich Sovolyov,M,24,Russia,Figure Skating,2014,0,1,0,1
Carla Maree Boyd (Porter-),F,24,Australia,Basketball,2000,0,0,1,1
Dmitry Vladimirovich Berestov,M,24,Russia,Weightlifting,2004,0,1,0,1
Dmitry Vladimirovich Debelka,M,24,Belarus,Wrestling,2000,1,0,0,1
Dniel Rudolf Varga,M,24,Hungary,Water Polo,2008,0,1,0,1
Rei Nishiyama,F,24,Japan,Softball,2008,0,1,0,1
"Margaret ""Margie"" Dingeldein",F,24,United States,Water Polo,2004,1,0,0,1
Dominik Windisch,M,24,Italy,Biathlon,2014,1,0,0,1
"Michael Allan ""Mike"" York",M,24,United States,Ice Hockey,2002,0,0,1,1
Mariana Pajn Londoo,F,24,Colombia,Cycling,2016,0,1,0,1
"Christopher Wesson ""Chris"" Bosh",M,24,United States,Basketball,2008,0,1,0,1
Carlos Mario Oquendo Zabala,M,24,Colombia,Cycling,2012,1,0,0,1
"Michael ""Mike"" Robertson",M,24,Canada,Snowboarding,2010,0,0,1,1
Ren Hayakawa,F,24,Japan,Archery,2012,1,0,0,1
"Marianne ""Mari"" Steinbrecher",F,24,Brazil,Volleyball,2008,0,1,0,1
Patrick Murphy,M,24,Australia,Swimming,2008,2,0,0,2
Marian Simion,M,24,Romania,Boxing,2000,0,0,1,1
Domagoj Duvnjak,M,24,Croatia,Handball,2012,1,0,0,1
Michael David Hepburn,M,24,Australia,Cycling,2016,0,0,1,1
"Pamela Kristine ""Pam"" Dreyer (-Sunkinen)",F,24,United States,Ice Hockey,2006,1,0,0,1
Margarita Grigoryevna Tishkevich-Makhneva,F,24,Belarus,Canoeing,2016,1,0,0,1
Elaine Thompson,F,24,Jamaica,Athletics,2016,0,2,1,3
"Michael B. ""Mike"" Adam",M,24,Canada,Curling,2006,0,1,0,1
Richard Allen Jefferson,M,24,United States,Basketball,2004,1,0,0,1
Cao Lei,F,24,China,Weightlifting,2008,0,1,0,1
Dalia Contreras Rivero,F,24,Venezuela,Taekwondo,2008,1,0,0,1
Radoslav idek,M,24,Slovakia,Snowboarding,2006,0,0,1,1
"Pernell Karl ""PK"" Subban",M,24,Canada,Ice Hockey,2014,0,1,0,1
Monika Ciaciuch,F,24,Poland,Rowing,2016,1,0,0,1
Matti Antero Hautamki,M,24,Finland,Ski Jumping,2006,0,0,2,2
Radmila Miljani-Petrovi,F,24,Montenegro,Handball,2012,0,0,1,1
Drew Doughty,M,24,Canada,Ice Hockey,2014,0,1,0,1
Chlo Bulleux,F,24,France,Handball,2016,0,0,1,1
Radoslav Marinov Velikov,M,24,Bulgaria,Wrestling,2008,1,0,0,1
Denis Mikhaylovich Ablyazin,M,24,Russia,Gymnastics,2016,1,0,2,3
Chloe Esposito,F,24,Australia,Modern Pentathlon,2016,0,1,0,1
Matthijs Christian Brouwer,M,24,Netherlands,Hockey,2004,0,0,1,1
Maksim Mikhaylovich Mikhaylov,M,24,Russia,Volleyball,2012,0,1,0,1
Rafaela Lopes Silva,F,24,Brazil,Judo,2016,0,1,0,1
Emi Naito,F,24,Japan,Softball,2004,1,0,0,1
Dafne Schippers,F,24,Netherlands,Athletics,2016,0,0,1,1
Per Eilert Elofsson,M,24,Sweden,CrossCountry Skiing,2002,1,0,0,1
Emi Inui,F,24,Japan,Softball,2008,0,1,0,1
Catello Amarante,M,24,Italy,Rowing,2004,1,0,0,1
Denis poljari,M,24,Croatia,Handball,2004,0,1,0,1
"Marion Lois Jones (-Hunter, -Montgomery, -Thompson)",F,24,United States,Athletics,2000,0,1,0,1
O Jong-Ae,F,24,North Korea,Weightlifting,2008,1,0,0,1
Qin Dongya,F,24,China,Judo,2004,1,0,0,1
Delphyne Peretto,F,24,France,Biathlon,2006,1,0,0,1
Du Jing,F,24,China-1,Badminton,2008,0,1,0,1
Nwal-Endn Miyem,F,24,France,Basketball,2012,0,0,1,1
Emily Jane Seebohm,F,24,Australia,Swimming,2016,0,0,1,1
Matthew Butturini,M,24,Australia,Hockey,2012,1,0,0,1
Nuno Miguel Delgado,M,24,Portugal,Judo,2000,1,0,0,1
Maikel Leonardus van der Vleuten,M,24,Netherlands,Equestrianism,2012,0,0,1,1
Dana Antal,F,24,Canada,Ice Hockey,2002,0,1,0,1
Petar Muslim,M,24,Croatia,Water Polo,2012,0,1,0,1
Moriah Van Norman,F,24,United States,Water Polo,2008,0,0,1,1
Denis Igorevich Tsargush,M,24,Russia,Wrestling,2012,1,0,0,1
Monique Edith Lamoureux (-Kolls),F,24,United States,Ice Hockey,2014,0,0,1,1
Deng Shudi,M,24,China,Gymnastics,2016,1,0,0,1
Rachael Taylor,F,24,Australia,Rowing,2000,0,0,1,1
Mariya Aleksandrovna Feklistova,F,24,Russia,Shooting,2000,1,0,0,1
Daniar Ismailow,M,24,Turkey,Weightlifting,2016,0,0,1,1
Maiko Kano,F,24,Japan,Volleyball,2012,1,0,0,1
Robert Bartko,M,24,Germany,Cycling,2000,0,2,0,2
Obadele Olutosin Thompson,M,24,Barbados,Athletics,2000,1,0,0,1
Danell Johan Leyva Gonzalez,M,24,United States,Gymnastics,2016,0,0,2,2
Danel Castro Muagorri,M,24,Cuba,Baseball,2000,0,0,1,1
Dane Alex Bird-Smith,M,24,Australia,Athletics,2016,1,0,0,1
Chika Yagazie Chukwumerije,M,24,Nigeria,Taekwondo,2008,1,0,0,1
Odlanier Sols Fonte,M,24,Cuba,Boxing,2004,0,1,0,1
Cate Natalie Campbell,F,24,Australia,Swimming,2016,0,1,1,2
Candra Wijaya,M,24,Indonesia,Badminton,2000,0,1,0,1
Olga Aleksandrovna Fatkulina,F,24,Russia,Speed Skating,2014,0,0,1,1
Olga Dmitriyevna Potashova,F,24,Russia,Volleyball,2000,0,0,1,1
Cristian Isaac Toro Carballo,M,24,Spain,Canoeing,2016,0,1,0,1
Mayumi Yamashita,F,24,Japan,Judo,2000,1,0,0,1
Pavel Nikolayevich Dovgal,M,24,Belarus,Modern Pentathlon,2000,1,0,0,1
Olesia Ivanivna Povkh,F,24,Ukraine,Athletics,2012,1,0,0,1
Elmurat Zulypkarovich Tasmuradov,M,24,Uzbekistan,Wrestling,2016,1,0,0,1
Elmira Anuarbekovna Syzdykova,F,24,Kazakhstan,Wrestling,2016,1,0,0,1
Olena Vitalivna Kravatska,F,24,Ukraine,Fencing,2016,0,0,1,1
Olga Ivanovna Kotlyarova,F,24,Russia,Athletics,2000,1,0,0,1
Megan Lukan,F,24,Canada,Rugby Sevens,2016,1,0,0,1
Diana Lopez,F,24,United States,Taekwondo,2008,1,0,0,1
Megan M. Quann-Jendrick,F,24,United States,Swimming,2008,0,0,1,1
Milen Atanasov Dobrev,M,24,Bulgaria,Weightlifting,2004,0,1,0,1
Marina Germanovna Karpunina,F,24,Russia,Basketball,2008,1,0,0,1
Mehdy Metella,M,24,France,Swimming,2016,0,0,1,1
Olga Viktorovna Chukanova (-Khrzhanovskaya),F,24,Russia,Volleyball,2004,0,0,1,1
Eike Duckwitz,M,24,Germany,Hockey,2004,1,0,0,1
Mara del Monte Vasc Pes Gallardo,F,24,Spain,Athletics,2000,1,0,0,1
Craig Julian Stevens,M,24,Australia,Swimming,2004,0,0,1,1
Olga Sergeyevna Khudenko,F,24,Belarus,Canoeing,2016,1,0,0,1
Milorad avi,M,24,Serbia,Swimming,2008,0,0,1,1
Richard Kipkemboi Mateelong,M,24,Kenya,Athletics,2008,1,0,0,1
Peggy Waleska,F,24,Germany,Rowing,2004,0,0,1,1
Denys Yuriyovych Berinchyk,M,24,Ukraine,Boxing,2012,0,0,1,1
Mauro Nespoli,M,24,Italy,Archery,2012,0,1,0,1
Manja Kowalski,F,24,Germany,Rowing,2000,0,1,0,1
"Mitchell ""Mitch"" Watt",M,24,Australia,Athletics,2012,0,0,1,1
Mavlet Alavdinovich Batyrov,M,24,Russia,Wrestling,2008,0,1,0,1
Misaki Matsutomo,F,24,Japan,Badminton,2016,0,1,0,1
Bulcs Szkely,M,24,Hungary,Water Polo,2000,0,1,0,1
Christian Dissinger,M,24,Germany,Handball,2016,1,0,0,1
Mizuho Sakaguchi,F,24,Japan,Football,2012,0,0,1,1
Miyo Yamada,F,24,Japan,Softball,2000,0,0,1,1
Manon Houette,F,24,France,Handball,2016,0,0,1,1
Caitlin Kinder Cahow,F,24,United States,Ice Hockey,2010,0,0,1,1
Ctlina Ponor,F,24,Romania,Gymnastics,2012,1,0,1,2
Carter Rycroft,M,24,Canada,Curling,2002,0,0,1,1
Destinee Dante Hooker,F,24,United States,Volleyball,2012,0,0,1,1
Miguel Martinez,M,24,France,Cycling,2000,0,1,0,1
Gbor Balogh,M,24,Hungary,Modern Pentathlon,2000,0,0,1,1
Kaitlyn Brooke Farrington,F,24,United States,Snowboarding,2014,0,1,0,1
"Thomas Andrew ""Tom"" Malchow",M,24,United States,Swimming,2000,0,1,0,1
Aleksandr Vladimirovich Povetkin,M,24,Russia,Boxing,2004,0,1,0,1
Kaleigh Gilchrist,F,24,United States,Water Polo,2016,0,1,0,1
Gauthier Boccard,M,24,Belgium,Hockey,2016,0,0,1,1
Kameradin Susanthika Jayasinghe,F,24,Sri Lanka,Athletics,2000,0,0,1,1
Thibault Colard,M,24,France,Rowing,2016,1,0,0,1
Kamilla Yusufovna Gafurzyanova (-Vaksman),F,24,Russia,Fencing,2012,0,0,1,1
Kanami Nakamaki,F,24,Japan,Synchronized Swimming,2016,1,0,0,1
"Kanatbek Kubatovich ""Kanat"" Begaliyev",M,24,Kyrgyzstan,Wrestling,2008,0,0,1,1
Anna Fenninger (-Veith),F,24,Austria,Alpine Skiing,2014,0,1,1,2
"Thomas John Mitchell ""Tom"" Ashley",M,24,New Zealand,Sailing,2008,0,1,0,1
"Thomas Fitzgerald ""Tom"" Dolan",M,24,United States,Swimming,2000,0,1,1,2
"Thomas Emilio ""Tom"" Poti",M,24,United States,Ice Hockey,2002,0,0,1,1
Kaarle McCulloch,F,24,Australia,Cycling,2012,1,0,0,1
Gao Lei,M,24,China,Trampolining,2016,1,0,0,1
Tessa Bonhomme,F,24,Canada,Ice Hockey,2010,0,1,0,1
Tessa Jane Virtue (-McCormick),F,24,Canada,Figure Skating,2014,0,0,1,1
Gao Yulan,F,24,China,Rowing,2008,0,0,1,1
Anne Poleska (-Urban),F,24,Germany,Swimming,2004,1,0,0,1
Gao Jing,F,24,China,Shooting,2000,1,0,0,1
Winarni Binti Slamet,F,24,Indonesia,Weightlifting,2000,1,0,0,1
Karine Martine Ruby,F,24,France,Snowboarding,2002,0,0,1,1
Anne Kathryn Schleper,F,24,United States,Ice Hockey,2014,0,0,1,1
Tobin Powell Heath,F,24,United States,Football,2012,0,1,0,1
William Accambray,M,24,France,Handball,2012,0,1,0,1
Juan Pedro Gutirrez Llanas,M,24,Argentina,Basketball,2008,1,0,0,1
Tino Edelmann,M,24,Germany,Nordic Combined,2010,1,0,0,1
